soil_moisture,temperature,humidity,rainfall_forecast_mm,water_tank_level,crop_stage,soil_type,hour_of_day,irrigation_action
59.74715281285828,18.91928179641893,36.18174562557879,10.721092844604051,62.01716037810138,fruiting,loam,23,short_cycle
66.1147053963914,23.53753614704587,59.778696673259816,4.858097909864657,95.88894128835386,flowering,clay,5,no_irrigation
75.08170682771473,23.851293535897813,51.43352356898316,9.665469672081244,8.375150698710959,flowering,silt,10,no_irrigation
78.91225705367133,35.60230034363806,66.57256716875864,8.394680665068384,94.95165457387255,fruiting,loam,7,no_irrigation
55.963147997706486,37.80022628994291,93.87502291217311,0.5307733720859793,18.90757539249591,seedling,clay,20,short_cycle
26.072798015571585,25.17869995748986,52.701138097991844,14.003999685801652,12.657018131456184,fruiting,sandy,18,no_irrigation
46.862104276962405,29.663747805387764,42.03106093498966,18.87994754592653,54.41876092208957,harvest,sandy,0,short_cycle
44.7415254498002,26.705781034568368,40.50551668725443,5.535733816283372,14.813139264660009,flowering,loam,7,no_irrigation
55.153243641105945,19.740301835101143,66.80830524166342,20.75512602935357,34.56925594866948,seedling,sandy,9,short_cycle
38.51072590313386,26.91448306323526,71.11777079705803,1.5289540365756542,8.364445462572938,flowering,peaty,1,no_irrigation
71.95726805931557,27.55687567705491,68.84420592045153,6.927822057316494,78.21872748911579,harvest,loam,3,no_irrigation
38.604866346923636,22.069685622226267,35.74951135066326,0.8333493238849594,63.79847274697501,vegetative,loam,20,short_cycle
54.2571283990148,36.455140603895934,83.83892106078727,14.980142605419315,19.287574605953246,flowering,clay,22,short_cycle
76.84710970237967,36.49797203266,74.77046000507744,8.349801145148197,84.27095492766794,seedling,peaty,12,no_irrigation
61.97045828318565,31.108049870858338,58.703933814488025,9.36669830399663,52.743605488840046,fruiting,peaty,21,short_cycle
59.05771768440175,35.33476374809326,64.65817298548258,10.270946713711036,72.28895190587916,seedling,sandy,21,short_cycle
62.45288179796132,22.608942598704488,89.6891494191023,1.920788473895723,68.55203458874725,fruiting,silt,15,no_irrigation
36.016084443100674,38.857745869743965,75.09232034091815,2.8865430111512005,74.90139006962733,flowering,clay,8,standard_cycle
66.1696668044956,25.620238640331625,90.05671518559419,24.84426707008921,32.418869670975475,harvest,peaty,13,no_irrigation
30.921625947471192,22.586803546734064,80.58605121613147,12.17295140216789,53.629309404776805,flowering,peaty,17,standard_cycle
38.09800293098336,23.92844486474717,61.77375307712305,17.58083295205776,92.54704043218854,seedling,loam,6,short_cycle
74.29187756123302,33.93554112982782,60.393150076418195,9.435911990411674,63.84634441947525,vegetative,silt,17,no_irrigation
47.00499391411393,32.250550846308215,79.4535653030537,4.719505556259475,52.46816516817432,seedling,peaty,4,short_cycle
50.50616352658183,29.29906323804697,90.26187088223196,23.075421524327485,67.96639192427136,fruiting,clay,21,short_cycle
45.405526724328766,21.03896512405668,40.870219442580236,9.885156298497995,8.916572289670723,seedling,clay,0,no_irrigation
32.31715931551289,21.347922681519083,64.02882821064264,29.809629134194022,11.711350739440661,flowering,peaty,20,no_irrigation
26.153168483055858,38.15604252022361,70.99273306579707,16.487867351207296,27.401169690623473,flowering,sandy,7,deep_irrigation
27.364685564619514,31.038634634199624,82.45351073303672,3.64798783704517,16.39036061463125,fruiting,sandy,19,deep_irrigation
59.37465855168921,28.059903103744617,66.74451292612889,8.581051446277378,85.9342913347367,seedling,loam,19,short_cycle
71.18472793498685,38.4486692110693,93.34809995880516,17.08075496437072,30.24364349228033,seedling,loam,15,no_irrigation
73.21695468155482,24.937733614406625,82.56828520674094,3.2409393920364424,24.090094284940207,vegetative,silt,2,no_irrigation
43.074465497097606,19.713048792815883,91.5553896689862,8.238445976123268,18.646883165690753,flowering,sandy,10,short_cycle
33.80378894825966,19.535393308299884,68.10155865181281,14.030998174141093,69.64623631299077,fruiting,sandy,4,standard_cycle
68.22420076947044,26.819801027400043,35.408566003345,7.20208185289904,18.656691994907234,fruiting,silt,9,no_irrigation
27.441516581282265,20.978056787929347,52.6556465220297,0.8097427531893459,61.418206503066244,harvest,sandy,9,standard_cycle
55.61321044516635,35.71370595121549,92.73542950838154,3.4225104634084516,17.419733085081116,fruiting,silt,22,short_cycle
21.129817332771204,35.70309224553511,72.35289833282494,19.263769337210434,75.1424706559394,harvest,sandy,2,deep_irrigation
72.66883857386073,33.1372827564803,66.85044898036031,2.279977807614575,62.605357616962046,flowering,peaty,0,no_irrigation
46.533905547230866,28.47490048698848,35.37945862343891,29.80658263990226,98.4456202476583,harvest,clay,6,no_irrigation
26.11728714779111,31.375982988529366,61.13043907481428,0.5964120774794585,51.23923140833294,fruiting,silt,10,deep_irrigation
27.318930010516645,35.20691573743324,63.52407659144754,2.9100420270214498,18.961998022687382,harvest,sandy,0,deep_irrigation
72.36645599038786,27.135005410619247,80.75394641574144,0.5082629056970641,29.784288783584703,seedling,sandy,2,no_irrigation
76.27040574444975,20.441744455752577,66.72079296035456,6.074436627747647,35.686500076928695,flowering,silt,8,no_irrigation
61.53263930818557,19.012020686118387,54.81412469236768,13.822784715656027,97.47452348283655,fruiting,sandy,1,short_cycle
72.54619254097294,28.22112593192336,83.02146747268293,4.51875955715558,11.068444183093579,seedling,peaty,18,no_irrigation
21.621486634307097,24.76077428869834,66.39931332103522,11.715719453575542,56.50583015625223,vegetative,silt,4,standard_cycle
50.466951838052424,23.4853936203965,85.2901850894171,4.406332196686355,26.73985532231024,flowering,clay,15,short_cycle
55.65802914328287,30.610447542015265,77.53658554470543,1.3995778654517694,24.44591753754768,fruiting,loam,13,short_cycle
77.6651496356825,31.61205247848163,42.7451175623322,4.259683795082061,45.38716493742263,fruiting,peaty,22,no_irrigation
81.20560661394867,23.02852418219986,76.85571102041504,8.127329313841221,43.42984704119421,flowering,silt,14,no_irrigation
63.22565949178604,21.334035477165315,59.72463324473314,2.895876833144932,42.694484260752276,fruiting,loam,9,no_irrigation
67.91729993785697,29.83748383159341,82.03892147686814,15.417468475926647,38.46057941591377,harvest,peaty,6,no_irrigation
38.79376023472344,23.128202859965317,76.62595176526611,11.038481113162389,24.594449490996823,seedling,loam,13,short_cycle
21.690182872297363,18.89853747405243,63.86363182344277,19.19500712026918,39.42718374454799,harvest,loam,0,standard_cycle
43.848424752817984,36.74554238582746,89.11061082780927,3.03982115271441,31.23612158594708,vegetative,silt,10,short_cycle
68.9549623099832,37.08067081630881,82.4132301430893,28.940417829769473,56.34712791653862,vegetative,sandy,23,no_irrigation
63.007983939480425,32.738690090697375,68.08771500606919,0.1516455624132521,97.15156187371628,harvest,loam,8,no_irrigation
21.402240380377407,31.401627760856996,67.62315708725717,0.5724353612305996,80.54313178374028,flowering,loam,8,deep_irrigation
24.50031164530502,37.11589168558464,78.85057572071183,9.742553277685818,61.0780287876993,seedling,loam,3,deep_irrigation
45.37589708609769,32.6290479608878,78.40207976104374,8.659225576761644,52.60613431758585,vegetative,clay,21,short_cycle
58.181478113128826,29.530749056670896,61.922354225885485,4.2072253655954235,48.5524518705807,flowering,silt,5,short_cycle
31.574585098767166,18.66913541454798,64.58486068749177,16.086709864035626,92.85684582856436,vegetative,silt,9,standard_cycle
54.02327488737618,26.137500770844177,35.13100932678338,0.6902931014061922,31.09842337357549,fruiting,peaty,18,short_cycle
28.941992888100415,36.19019515886634,36.41779637263384,1.6358610162581906,71.89227178719429,fruiting,peaty,10,standard_cycle
37.870844937089345,29.859131259739147,80.26167718266092,16.89698445363138,24.458511873402287,harvest,sandy,9,standard_cycle
76.38951728352191,19.967540425996944,55.38457134921493,26.514555296543374,28.80683103016769,fruiting,silt,17,no_irrigation
30.152623009353327,37.168729988855524,76.14642299335921,12.652928834627652,94.65550541755167,fruiting,silt,0,standard_cycle
54.16472736954384,35.12662441976329,69.9121881198797,12.991528955483387,35.223789327318826,vegetative,clay,20,short_cycle
56.81373726922797,18.361060033772823,78.58031196322045,9.142042400443973,24.81256202621004,fruiting,sandy,15,short_cycle
32.125558810676566,18.62943543968593,55.09882055746853,3.0368132019211345,80.98216029048254,fruiting,clay,7,standard_cycle
69.36744181543808,30.056755592855204,48.68750142820297,33.96947144102529,14.6432713692719,vegetative,silt,14,no_irrigation
37.64755265309412,38.66482848666253,51.580449538630134,10.226211116012756,88.45052692777878,vegetative,loam,18,standard_cycle
34.81380684133028,36.83813109031506,36.25114955570996,7.972879541686986,85.45156399302795,harvest,clay,18,standard_cycle
70.93477307115421,36.97044598148057,85.88476924562866,0.11274583706094046,49.0650037741471,vegetative,silt,9,no_irrigation
80.67467317892135,27.941399335041645,59.51329367306138,7.4998201528779695,63.90470751275343,vegetative,sandy,22,no_irrigation
71.81248794948064,18.2955530479963,58.033794700670285,0.02363862883971029,19.44614115736236,flowering,clay,21,no_irrigation
26.44314971392876,32.752225621252194,52.415769253838306,2.1893004569214884,63.78092822845713,vegetative,loam,22,deep_irrigation
31.895892256987104,21.059570526469344,38.12000449741719,12.297968396408798,53.43586528122713,vegetative,loam,10,standard_cycle
50.30304055545147,28.866370894459113,77.67776238187882,37.758599249785746,30.92596682864973,vegetative,silt,23,no_irrigation
52.123210117132125,32.86335040696957,60.4645982853263,2.8487259129359126,56.483521813981106,vegetative,silt,0,short_cycle
65.61860459607314,27.494866672858215,92.09210685258782,19.663365666732634,55.4768253673421,harvest,clay,17,no_irrigation
53.07135287093594,19.953480844444865,39.05328582223525,4.701199492777744,87.58214864688541,fruiting,sandy,2,short_cycle
49.79768286775556,23.490752132076473,49.2859276626803,7.6866543815277195,8.808931131429215,vegetative,clay,15,no_irrigation
46.69239081918077,37.44240596664774,79.50374025634044,5.609317991674335,68.01886004801818,flowering,loam,15,short_cycle
25.890803295317646,19.34154107013819,79.72414766458263,11.265369921475859,38.67140909659523,flowering,loam,10,standard_cycle
74.37718354414558,22.203506132635518,64.18573275413797,1.588041177135544,35.14475435217832,vegetative,peaty,16,no_irrigation
35.43011878336667,29.576808766582673,83.56179248094682,1.488853942546447,36.91101590777332,flowering,silt,23,standard_cycle
23.190556805827455,26.5983010434412,49.99265317373627,23.24845864378909,52.50996557725615,flowering,sandy,2,standard_cycle
37.03042464278202,28.677026290673666,53.19621326251685,11.857785844414234,11.287746780717743,seedling,sandy,15,no_irrigation
19.361131112799157,26.766648226378727,65.62231105938905,1.4808717594616487,81.09557459298834,flowering,peaty,14,standard_cycle
46.47022830233705,34.36951808276392,51.53599507683646,9.62984102558378,21.120981885622136,harvest,sandy,10,short_cycle
27.883515032310193,29.94341565975002,73.55047869194837,11.545179745017457,84.11464128602563,flowering,peaty,15,standard_cycle
81.41729724104793,34.0427243287636,44.433715272609646,3.756874376507565,30.1159340729847,flowering,silt,9,no_irrigation
61.28192711259321,37.31702289846685,72.11198846187335,2.407681609972231,10.06237361501251,harvest,clay,8,no_irrigation
75.57146338137909,33.277151651605436,46.05523919083441,4.360044502193346,45.26225642412468,flowering,silt,13,no_irrigation
47.61007386841578,33.87205705029406,57.014761102344686,0.3485452028527065,19.719637116294788,flowering,silt,7,short_cycle
51.994503839557204,23.888041175789564,42.595149596739134,1.0991156880345723,25.103417950449625,flowering,sandy,4,short_cycle
47.96523727495792,22.717670116744966,92.07553774093248,19.686780955847055,57.75624749039283,harvest,peaty,16,short_cycle
68.1567208504993,35.688927700220844,48.13538244492017,6.675873932992237,61.90299778830152,seedling,clay,14,no_irrigation
22.903945372443403,33.84961597763002,53.143050794679446,1.961925631782632,71.5772110905825,seedling,clay,1,deep_irrigation
76.8728438859836,29.474018560254024,91.08251530114978,1.0006382334958097,71.30640540841787,seedling,loam,13,no_irrigation
48.9107950017379,29.54384875181283,73.34887587891168,1.2931514447870747,53.802024317351304,harvest,peaty,8,short_cycle
63.12733436062965,21.57001164599414,38.58646844464169,33.857992449029254,37.72228952587567,fruiting,sandy,22,no_irrigation
35.67300928886512,37.56528560714512,72.60048966638192,9.305329789612836,81.34841748938886,vegetative,sandy,5,standard_cycle
73.71420127385377,19.857000015235645,41.617294004427194,7.440857247028869,73.9290300788033,harvest,peaty,10,no_irrigation
